iteration,w,b,cost
1530,0.987922,0.167239,0.0278049
1531,0.987922,0.162593,0.0278411
1532,0.983741,0.158412,0.027934
1533,0.979792,0.154464,0.0280606
1534,0.984732,0.164342,0.0278468
1535,0.9895,0.173878,0.0277889
1536,0.994102,0.183083,0.0278714
1537,0.994102,0.177998,0.0278158
1538,0.989322,0.173217,0.027788
1539,0.989322,0.168405,0.0277938
1540,0.994001,0.177765,0.0278136
1541,0.994001,0.172827,0.0277858
1542,0.994001,0.168026,0.0277821
1543,0.998654,0.177331,0.0278278
1544,1.00314,0.186313,0.0280037
1545,1.00748,0.194982,0.0282962
1546,1.01166,0.203351,0.0286929
1547,1.00569,0.197379,0.0283435
1548,1.00569,0.191896,0.0281746
1549,1.00993,0.200375,0.0285338
1550,1.00409,0.194533,0.0282265
1551,0.998572,0.189016,0.028012
1552,0.998572,0.183766,0.0279122
1553,0.998572,0.178661,0.0278416
1554,0.998572,0.173698,0.0277979
1555,0.998572,0.168873,0.0277791
1556,0.998572,0.164182,0.0277831
1557,0.994051,0.159661,0.0278305
1558,0.998819,0.169198,0.0277798
1559,1.00342,0.178403,0.0278692
1560,0.998371,0.173353,0.0277952
1561,0.993601,0.168582,0.027782
1562,0.998248,0.177877,0.0278314
1563,1.00273,0.18685,0.0280106
1564,0.997468,0.181583,0.0278715
1565,0.992495,0.17661,0.0278016
1566,0.992495,0.171704,0.0277833
1567,0.997106,0.180927,0.0278606
1568,0.992161,0.175982,0.0277975
1569,0.996716,0.185091,0.0279195
1570,1.00111,0.193885,0.0281636
1571,1.00536,0.202372,0.0285168
1572,1.00536,0.196751,0.0283168
1573,1.00536,0.191286,0.0281527
1574,0.999894,0.185823,0.0279603
1575,0.999894,0.180661,0.027875
1576,0.994878,0.175646,0.0278006
1577,0.994878,0.170767,0.0277811
1578,0.999487,0.179984,0.0278631
1579,0.999487,0.174984,0.0278103
1580,0.999487,0.170123,0.0277829
1581,0.999487,0.165398,0.027779
1582,0.999487,0.160803,0.0277965
1583,0.999487,0.156337,0.0278338
1584,1.00426,0.16589,0.0277802
1585,1.00426,0.161282,0.0277846
1586,0.999665,0.156683,0.0278293
1587,1.00444,0.166225,0.027781
1588,0.999695,0.161484,0.027792
1589,0.995218,0.157007,0.0278523
1590,1.00001,0.166601,0.0277778
1591,1.00001,0.161973,0.0277888
1592,1.00001,0.157474,0.02782
1593,1.00001,0.153099,0.0278697
1594,1.00001,0.148847,0.0279364
1595,1.00001,0.144712,0.0280186
1596,0.995995,0.140692,0.0281705
1597,0.995995,0.136784,0.0282875
1598,0.995995,0.132984,0.0284158
1599,0.995995,0.12929,0.0285545
1600,0.992514,0.12581,0.028777
1601,0.989228,0.122523,0.029014
1602,0.989228,0.11912,0.0291884
1603,0.994592,0.12985,0.0285612
1604,0.994592,0.126243,0.0287102
1605,0.994592,0.122736,0.0288676
1606,0.994592,0.119327,0.0290324
1607,0.994592,0.116012,0.0292038
1608,0.99152,0.11294,0.0294639
1609,0.99152,0.109802,0.0296506
1610,0.996998,0.120759,0.0289023
1611,0.996998,0.117405,0.029067
1612,1.00233,0.128074,0.0284786
1613,1.00233,0.124516,0.0286181
1614,1.00233,0.121057,0.0287658
1615,1.00233,0.117695,0.0289209
1616,1.00233,0.114425,0.0290825
1617,1.00767,0.125103,0.0284944
1618,1.00767,0.121628,0.0286315
1619,1.01287,0.132032,0.0281891
1620,1.0179,0.142075,0.0279268
1621,1.02274,0.151768,0.0278271
1622,1.02742,0.161126,0.0278738
1623,1.03194,0.170158,0.0280521
1624,1.02632,0.164544,0.0278965
1625,1.02102,0.159242,0.0278194
1626,1.02102,0.154819,0.0278155
1627,1.02102,0.150518,0.0278305
1628,1.02102,0.146337,0.0278628
1629,1.02579,0.155869,0.0278354
1630,1.03039,0.16507,0.0279472
1631,1.03483,0.173952,0.0281839
1632,1.03483,0.16912,0.0280762
1633,1.03483,0.164422,0.0279939
1634,1.03925,0.17326,0.0282498
1635,1.03334,0.167357,0.0280212
1636,1.02777,0.161782,0.0278825
1637,1.02777,0.157288,0.0278522
1638,1.02777,0.152919,0.027842
1639,1.0324,0.162174,0.0279338
1640,1.0324,0.15767,0.0278912
1641,1.0324,0.15329,0.0278692
1642,1.03699,0.162471,0.027994
1643,1.03699,0.157958,0.0279397
1644,1.03157,0.152543,0.0278622
1645,1.03157,0.148305,0.0278642
1646,1.03157,0.144186,0.0278833
1647,1.02669,0.139303,0.0279354
1648,1.02669,0.135434,0.0279971
1649,1.03157,0.14519,0.027877
1650,1.02666,0.14028,0.0279222
1651,1.02666,0.136383,0.0279807
1652,1.03152,0.146114,0.0278721
1653,1.02659,0.141179,0.027911
1654,1.03139,0.150777,0.0278599
1655,1.02633,0.145717,0.0278658
1656,1.02155,0.140938,0.0279283
1657,1.02155,0.137023,0.0279945
1658,1.01714,0.132618,0.0281268
1659,1.01298,0.128458,0.0282948
1660,1.01805,0.138599,0.0279862
1661,1.01805,0.134749,0.0280669
1662,1.01805,0.131006,0.0281596
1663,1.01805,0.127367,0.0282632
1664,1.0231,0.137467,0.027978
1665,1.02798,0.147216,0.0278579
1666,1.02798,0.143127,0.0278886
1667,1.03274,0.152651,0.0278699
1668,1.03734,0.161845,0.0279898
1669,1.03181,0.156312,0.0278775
1670,1.02658,0.151087,0.0278393
1671,1.02164,0.146152,0.0278638
1672,1.02164,0.142092,0.0279114
1673,1.0171,0.137544,0.0280138
1674,1.0171,0.133723,0.0280997
1675,1.01291,0.129534,0.0282623
1676,1.00895,0.125577,0.0284548
1677,1.00521,0.12184,0.0286713
1678,1.00521,0.118456,0.0288199
1679,1.00178,0.11502,0.0290662
1680,1.00711,0.12569,0.0284822
1681,1.00342,0.122001,0.0287013
1682,1.00865,0.132453,0.0282307
1683,1.00473,0.128533,0.0284193
1684,1.00986,0.138786,0.0280493
1685,1.00986,0.134931,0.0281452
1686,1.01486,0.144935,0.0278985
1687,1.01969,0.154592,0.0278126
1688,1.01969,0.150297,0.0278314
1689,1.01497,0.145576,0.027889
1690,1.01497,0.141532,0.0279522
1691,1.01497,0.1376,0.0280294
1692,1.01497,0.133778,0.0281192
1693,1.01497,0.130062,0.0282205
1694,1.01094,0.126033,0.028406
1695,1.01094,0.122533,0.0285353
1696,1.00723,0.118825,0.0287601
1697,1.01247,0.129313,0.0282749
1698,1.01247,0.125721,0.0283931
1699,1.01758,0.135944,0.028044
1700,1.02252,0.145813,0.0278661
1701,1.02728,0.155338,0.0278425
1702,1.03188,0.164533,0.0279578
1703,1.03632,0.173409,0.0281977
1704,1.0406,0.181977,0.0285492
1705,1.04474,0.190247,0.0290002
1706,1.03821,0.18372,0.0285531
1707,1.04234,0.191974,0.0290071
1708,1.04632,0.199943,0.0295491
1709,1.03948,0.193102,0.0289737
1710,1.03302,0.186641,0.0285342
1711,1.02692,0.18054,0.0282117
1712,1.03117,0.18904,0.0285791
1713,1.02505,0.182923,0.0282443
1714,1.02928,0.191383,0.0286237
1715,1.02928,0.186066,0.0284286
1716,1.03344,0.19438,0.0288581
1717,1.03344,0.188981,0.0286327
1718,1.03344,0.183731,0.0284416
1719,1.0274,0.177699,0.0281463
1720,1.0274,0.172763,0.0280364
1721,1.0274,0.167964,0.0279529
1722,1.0274,0.163298,0.0278938
1723,1.03189,0.17227,0.0280947
1724,1.02622,0.166599,0.0279201
1725,1.03067,0.175496,0.0281481
1726,1.02494,0.169769,0.0279509
1727,1.02935,0.178596,0.0282035
1728,1.02358,0.17282,0.0279851
